pokédex_number, name, form_symbol, species, type_1, type_2, ability_1, ability_2, ability_hidden, height_m, weight_kg, catch_rate, friendship, exp, male_percent, egg_cycles, growth_rate, egg_type_1, egg_type_2, hp, attack, defense, sp_attack, sp_defense, speed
233, Porygon2, , Virtual, Normal, , Trace, Download, Analytic, 0.6, 32.5, 45, 70, 180, , 20, Medium Fast, Mineral, , 85, 80, 90, 105, 95, 60
234, Stantler, , Big Horn, Normal, , Intimidate, Frisk, Sap Sipper, 1.4, 71.2, 45, 70, 163, 50, 20, Slow, Field, , 73, 95, 62, 85, 65, 85
235, Smeargle, , Painter, Normal, , Own Tempo, Technician, Moody, 1.2, 58, 45, 70, 88, 50, 20, Fast, Field, , 55, 20, 35, 20, 45, 75
236, Tyrogue, , Scuffle, Fighting, , Guts, Steadfast, Vital Spirit, 0.7, 21, 75, 70, 42, 100, 25, Medium Fast, Undiscovered, , 35, 35, 35, 35, 35, 35
237, Hitmontop, , Handstand, Fighting, , Intimidate, Technician, Steadfast, 1.4, 48, 45, 70, 159, 100, 25, Medium Fast, Human-Like, , 50, 95, 95, 35, 110, 70
238, Smoochum, , Kiss, Ice, Psychic, Oblivious, Forewarn, Hydration, 0.4, 6, 45, 70, 61, 0, 25, Medium Fast, Undiscovered, , 45, 30, 15, 85, 65, 65
239, Elekid, , Electric, Electric, , Static, , Vital Spirit, 0.6, 23.5, 45, 70, 72, 75, 25, Medium Fast, Undiscovered, , 45, 63, 37, 65, 55, 95
240, Magby, , Live Coal, Fire, , Flame Body, , Vital Spirit, 0.7, 21.4, 45, 70, 73, 75, 25, Medium Fast, Undiscovered, , 45, 75, 37, 70, 55, 83
241, Miltank, , Milk Cow, Normal, , Thick Fat, Scrappy, Sap Sipper, 1.2, 75.5, 45, 70, 172, 0, 20, Slow, Field, , 95, 80, 105, 40, 70, 100
242, Blissey, , Happiness, Normal, , Natural Cure, Serene Grace, Healer, 1.5, 46.8, 30, 140, 608, 0, 40, Fast, Fairy, , 255, 10, 10, 75, 135, 55
243, Raikou, , Thunder, Electric, , Pressure, , Inner Focus, 1.9, 178, 3, 35, 261, , 80, Slow, Undiscovered, , 90, 85, 75, 115, 100, 115
244, Entei, , Volcano, Fire, , Pressure, , Inner Focus, 2.1, 198, 3, 35, 261, , 80, Slow, Undiscovered, , 115, 115, 85, 90, 75, 100
245, Suicune, , Aurora, Water, , Pressure, , Inner Focus, 2, 187, 3, 35, 261, , 80, Slow, Undiscovered, , 100, 75, 115, 90, 115, 85
246, Larvitar, , Rock Skin, Rock, Ground, Guts, , Sand Veil, 0.6, 72, 45, 35, 60, 50, 40, Slow, Monster, , 50, 64, 50, 45, 50, 41
247, Pupitar, , Hard Shell, Rock, Ground, Shed Skin, , , 1.2, 152, 45, 35, 144, 50, 40, Slow, Monster, , 70, 84, 70, 65, 70, 51
248, Tyranitar, , Armor, Rock, Dark, Sand Stream, , Unnerve, 2, 202, 45, 35, 270, 50, 40, Slow, Monster, , 100, 134, 110, 95, 100, 61
248, Mega Tyranitar, m, Armor, Rock, Dark, Sand Stream, , , 2.5, 255, 45, 35, 315, 50, 40, Slow, Monster, , 100, 164, 150, 95, 120, 71
249, Lugia, , Diving, Psychic, Flying, Pressure, , Multiscale, 5.2, 216, 3, 0, 306, , 120, Slow, Undiscovered, , 106, 90, 130, 90, 154, 110
250, Ho-oh, , Rainbow, Fire, Flying, Pressure, , Regenerator, 3.8, 199, 3, 0, 306, , 120, Slow, Undiscovered, , 106, 130, 90, 110, 154, 90
251, Celebi, , Time Travel, Psychic, Grass, Natural Cure, , , 0.6, 5, 45, 100, 270, , 120, Medium Slow, Undiscovered, , 100, 100, 100, 100, 100, 100
252, Treecko, , Wood Gecko, Grass, , Overgrow, , Unburden, 0.5, 5, 45, 70, 62, 87.5, 20, Medium Slow, Dragon, Monster, 40, 45, 35, 65, 55, 70
253, Grovyle, , Wood Gecko, Grass, , Overgrow, , Unburden, 0.9, 21.6, 45, 70, 142, 87.5, 20, Medium Slow, Dragon, Monster, 50, 65, 45, 85, 65, 95
254, Sceptile, , Forest, Grass, , Overgrow, , Unburden, 1.7, 52.2, 45, 70, 239, 87.5, 20, Medium Slow, Dragon, Monster, 70, 85, 65, 105, 85, 120
254, Mega Sceptile, m, Forest, Grass, Dragon, Lightning Rod, , , 1.9, 55.2, 45, 70, 284, 87.5, 20, Medium Slow, Dragon, Monster, 70, 110, 75, 145, 85, 145
255, Torchic, , Chick, Fire, , Blaze, , Speed Boost, 0.4, 2.5, 45, 70, 62, 87.5, 20, Medium Slow, Field, , 45, 60, 40, 70, 50, 45
256, Combusken, , Young Fowl, Fire, Fighting, Blaze, , Speed Boost, 0.9, 19.5, 45, 70, 142, 87.5, 20, Medium Slow, Field, , 60, 85, 60, 85, 60, 55
257, Blaziken, , Blaze, Fire, Fighting, Blaze, , Speed Boost, 1.9, 52, 45, 70, 239, 87.5, 20, Medium Slow, Field, , 80, 120, 70, 110, 70, 80
257, Mega Blaziken, m, Blaze, Fire, Fighting, Speed Boost, , , 1.9, 52, 45, 70, 284, 87.5, 20, Medium Slow, Field, , 80, 160, 80, 130, 80, 100
258, Mudkip, , Mud Fish, Water, , Torrent, , Damp, 0.4, 7.6, 45, 70, 62, 87.5, 20, Medium Slow, Monster, Water 1, 50, 70, 50, 50, 50, 40
259, Marshtomp, , Mud Fish, Water, Ground, Torrent, , Damp, 0.7, 28, 45, 70, 142, 87.5, 20, Medium Slow, Monster, Water 1, 70, 85, 70, 60, 70, 50
260, Swampert, , Mud Fish, Water, Ground, Torrent, , Damp, 1.5, 81.9, 45, 70, 241, 87.5, 20, Medium Slow, Monster, Water 1, 100, 110, 90, 85, 90, 60
260, Mega Swampert, m, Mud Fish, Water, Ground, Swift Swim, , , 1.9, 102, 45, 70, 286, 87.5, 20, Medium Slow, Monster, Water 1, 100, 150, 110, 95, 110, 70
261, Poochyena, , Bite, Dark, , Run Away, Quick Feet, Rattled, 0.5, 13.6, 255, 70, 56, 50, 15, Medium Fast, Field, , 35, 55, 35, 30, 30, 35
262, Mightyena, , Bite, Dark, , Intimidate, Quick Feet, Moxie, 1, 37, 127, 70, 147, 50, 15, Medium Fast, Field, , 70, 90, 70, 60, 60, 70
263, Zigzagoon, , TinyRaccoon, Normal, , Pickup, Gluttony, Quick Feet, 0.4, 17.5, 255, 70, 56, 50, 15, Medium Fast, Field, , 38, 30, 41, 30, 41, 60
263, Galarian Zigzagoon, g, Tiny Raccoon, Dark, Normal, Pickup, Gluttony, Quick Feet, 0.4, 17.5, , , , , 15, Medium Fast, Field, , 38, 30, 41, 30, 41, 60
264, Linoone, , Rushing, Normal, , Pickup, Gluttony, Quick Feet, 0.5, 32.5, 90, 70, 147, 50, 15, Medium Fast, Field, , 78, 70, 61, 50, 61, 100
264, Galarian Linoone, g, Rushing, Dark, Normal, Pickup, Gluttony, Quick Feet, 0.5, 32.5, , , , , 15, Medium Fast, Field, , 78, 70, 61, 50, 61, 100
265, Wurmple, , Worm, Bug, , Shield Dust, , Run Away, 0.3, 3.6, 255, 70, 56, 50, 15, Medium Fast, Bug, , 45, 45, 35, 20, 30, 20
266, Silcoon, , Cocoon, Bug, , Shed Skin, , , 0.6, 10, 120, 70, 72, 50, 15, Medium Fast, Bug, , 50, 35, 55, 25, 25, 15
267, Beautifly, , Butterfly, Bug, Flying, Swarm, , Rivalry, 1, 28.4, 45, 70, 178, 50, 15, Medium Fast, Bug, , 60, 70, 50, 100, 50, 65
268, Cascoon, , Cocoon, Bug, , Shed Skin, , , 0.7, 11.5, 120, 70, 72, 50, 15, Medium Fast, Bug, , 50, 35, 55, 25, 25, 15
269, Dustox, , Poison Moth, Bug, Poison, Shield Dust, , Compound Eyes, 1.2, 31.6, 45, 70, 173, 50, 15, Medium Fast, Bug, , 60, 50, 70, 50, 90, 65
270, Lotad, , Water Weed, Water, Grass, Swift Swim, Rain Dish, Own Tempo, 0.5, 2.6, 255, 70, 44, 50, 15, Medium Slow, Grass, Water 1, 40, 30, 30, 40, 50, 30
271, Lombre, , Jolly, Water, Grass, Swift Swim, Rain Dish, Own Tempo, 1.2, 32.5, 120, 70, 119, 50, 15, Medium Slow, Grass, Water 1, 60, 50, 50, 60, 70, 50
272, Ludicolo, , Carefree, Water, Grass, Swift Swim, Rain Dish, Own Tempo, 1.5, 55, 45, 70, 216, 50, 15, Medium Slow, Grass, Water 1, 80, 70, 70, 90, 100, 70
273, Seedot, , Acorn, Grass, , Chlorophyll, Early Bird, Pickpocket, 0.5, 4, 255, 70, 44, 50, 15, Medium Slow, Field, Grass, 40, 40, 50, 30, 30, 30
274, Nuzleaf, , Wily, Grass, Dark, Chlorophyll, Early Bird, Pickpocket, 1, 28, 120, 70, 119, 50, 15, Medium Slow, Field, Grass, 70, 70, 40, 60, 40, 60
275, Shiftry, , Wicked, Grass, Dark, Chlorophyll, Early Bird, Pickpocket, 1.3, 59.6, 45, 70, 216, 50, 15, Medium Slow, Field, Grass, 90, 100, 60, 90, 60, 80
276, Taillow, , TinySwallow, Normal, Flying, Guts, , Scrappy, 0.3, 2.3, 200, 70, 54, 50, 15, Medium Slow, Flying, , 40, 55, 30, 30, 30, 85
277, Swellow, , Swallow, Normal, Flying, Guts, , Scrappy, 0.7, 19.8, 45, 70, 159, 50, 15, Medium Slow, Flying, , 60, 85, 60, 75, 50, 125
278, Wingull, , Seagull, Water, Flying, Keen Eye, Hydration, Rain Dish, 0.6, 9.5, 190, 70, 54, 50, 20, Medium Fast, Flying, Water 1, 40, 30, 30, 55, 30, 85
279, Pelipper, , Water Bird, Water, Flying, Keen Eye, Drizzle, Rain Dish, 1.2, 28, 45, 70, 154, 50, 20, Medium Fast, Flying, Water 1, 60, 50, 100, 95, 70, 65
280, Ralts, , Feeling, Psychic, Fairy, Synchronize, Trace, Telepathy, 0.4, 6.6, 235, 35, 40, 50, 20, Slow, Amorphous, Human-Like, 28, 25, 25, 45, 35, 40
281, Kirlia, , Emotion, Psychic, Fairy, Synchronize, Trace, Telepathy, 0.8, 20.2, 120, 35, 97, 50, 20, Slow, Amorphous, Human-Like, 38, 35, 35, 65, 55, 50
282, Gardevoir, , Embrace, Psychic, Fairy, Synchronize, Trace, Telepathy, 1.6, 48.4, 45, 35, 233, 50, 20, Slow, Amorphous, Human-Like, 68, 65, 65, 125, 115, 80
282, Mega Gardevoir, m, Embrace, Psychic, Fairy, Pixilate, , , 1.6, 48.4, 45, 35, 278, 50, 20, Slow, Amorphous, , 68, 85, 65, 165, 135, 100
283, Surskit, , Pond Skater, Bug, Water, Swift Swim, , Rain Dish, 0.5, 1.7, 200, 70, 54, 50, 15, Medium Fast, Bug, Water 1, 40, 30, 32, 50, 52, 65
284, Masquerain, , Eyeball, Bug, Flying, Intimidate, , Unnerve, 0.8, 3.6, 75, 70, 159, 50, 15, Medium Fast, Bug, Water 1, 70, 60, 62, 100, 82, 80
285, Shroomish, , Mushroom, Grass, , Effect Spore, Poison Heal, Quick Feet, 0.4, 4.5, 255, 70, 59, 50, 15, Fluctuating, Fairy, Grass, 60, 40, 60, 40, 60, 35
286, Breloom, , Mushroom, Grass, Fighting, Effect Spore, Poison Heal, Technician, 1.2, 39.2, 90, 70, 161, 50, 15, Fluctuating, Fairy, Grass, 60, 130, 80, 60, 60, 70
287, Slakoth, , Slacker, Normal, , Truant, , , 0.8, 24, 255, 70, 56, 50, 15, Slow, Field, , 60, 60, 60, 35, 35, 30
288, Vigoroth, , Wild Monkey, Normal, , Vital Spirit, , , 1.4, 46.5, 120, 70, 154, 50, 15, Slow, Field, , 80, 80, 80, 55, 55, 90
289, Slaking, , Lazy, Normal, , Truant, , , 2, 130.5, 45, 70, 252, 50, 15, Slow, Field, , 150, 160, 100, 95, 65, 100
290, Nincada, , Trainee, Bug, Ground, Compound Eyes, , Run Away, 0.5, 5.5, 255, 70, 53, 50, 15, Erratic, Bug, , 31, 45, 90, 30, 30, 40
291, Ninjask, , Ninja, Bug, Flying, Speed Boost, , Infiltrator, 0.8, 12, 120, 70, 160, 50, 15, Erratic, Bug, , 61, 90, 45, 50, 50, 160
292, Shedinja, , Shed, Bug, Ghost, Wonder Guard, , , 0.8, 1.2, 45, 70, 83, , 15, Erratic, Mineral, , 1, 90, 45, 30, 30, 40
293, Whismur, , Whisper, Normal, , Soundproof, , Rattled, 0.6, 16.3, 190, 70, 48, 50, 20, Medium Slow, Field, Monster, 64, 51, 23, 51, 23, 28
294, Loudred, , Big Voice, Normal, , Soundproof, , Scrappy, 1, 40.5, 120, 70, 126, 50, 20, Medium Slow, Field, Monster, 84, 71, 43, 71, 43, 48
295, Exploud, , Loud Noise, Normal, , Soundproof, , Scrappy, 1.5, 84, 45, 70, 221, 50, 20, Medium Slow, Field, Monster, 104, 91, 63, 91, 73, 68
296, Makuhita, , Guts, Fighting, , Thick Fat, Guts, Sheer Force, 1, 86.4, 180, 70, 47, 75, 20, Fluctuating, Human-Like, , 72, 60, 30, 20, 30, 25
297, Hariyama, , Arm Thrust, Fighting, , Thick Fat, Guts, Sheer Force, 2.3, 253.8, 200, 70, 166, 75, 20, Fluctuating, Human-Like, , 144, 120, 60, 40, 60, 50
298, Azurill, , Polka Dot, Normal, Fairy, Thick Fat, Huge Power, Sap Sipper, 0.2, 2, 150, 70, 38, 25, 10, Fast, Undiscovered, , 50, 20, 40, 20, 40, 20
299, Nosepass, , Compass, Rock, , Sturdy, Magnet Pull, Sand Force, 1, 97, 255, 70, 75, 50, 20, Medium Fast, Mineral, , 30, 45, 135, 45, 90, 30
300, Skitty, , Kitten, Normal, , Cute Charm, Normalize, Wonder Skin, 0.6, 11, 255, 70, 52, 25, 15, Fast, Fairy, Field, 50, 45, 45, 35, 35, 50
301, Delcatty, , Prim, Normal, , Cute Charm, Normalize, Wonder Skin, 1.1, 32.6, 60, 70, 140, 25, 15, Fast, Fairy, Field, 70, 65, 65, 55, 55, 90
302, Sableye, , Darkness, Dark, Ghost, Keen Eye, Stall, Prankster, 0.5, 11, 45, 35, 133, 50, 25, Medium Slow, Human-Like, , 50, 75, 75, 65, 65, 50
302, Mega Sableye, m, Darkness, Dark, Ghost, Magic Bounce, , , 0.5, 161, 45, 35, 168, 50, 25, Medium Slow, Human-Like, , 50, 85, 125, 85, 115, 20
303, Mawile, , Deceiver, Steel, Fairy, Hyper Cutter, Intimidate, Sheer Force, 0.6, 11.5, 45, 70, 133, 50, 20, Fast, Fairy, Field, 50, 85, 85, 55, 55, 50
303, Mega Mawile, m, Deceiver, Steel, Fairy, Huge Power, , , 1, 23.5, 45, 70, 168, 50, 20, Fast, Fairy, Field, 50, 105, 125, 55, 95, 50
304, Aron, , Iron Armor, Steel, Rock, Sturdy, Rock Head, Heavy Metal, 0.4, 60, 180, 35, 66, 50, 35, Slow, Monster, , 50, 70, 100, 40, 40, 30
305, Lairon, , Iron Armor, Steel, Rock, Sturdy, Rock Head, Heavy Metal, 0.9, 120, 90, 35, 151, 50, 35, Slow, Monster, , 60, 90, 140, 50, 50, 40
306, Aggron, , Iron Armor, Steel, Rock, Sturdy, Rock Head, Heavy Metal, 2.1, 360, 45, 35, 239, 50, 35, Slow, Monster, , 70, 110, 180, 60, 60, 50
306, Mega Aggron, m, Iron Armor, Steel, , Filter, , , 2.2, 395, 45, 35, 284, 50, 35, Slow, Monster, , 70, 140, 230, 60, 80, 50
307, Meditite, , Meditate, Fighting, Psychic, Pure Power, , Telepathy, 0.6, 11.2, 180, 70, 56, 50, 20, Medium Fast, Human-Like, , 30, 40, 55, 40, 55, 60
308, Medicham, , Meditate, Fighting, Psychic, Pure Power, , Telepathy, 1.3, 31.5, 90, 70, 144, 50, 20, Medium Fast, Human-Like, , 60, 60, 75, 60, 75, 80
308, Mega Medicham, m, Meditate, Fighting, Psychic, Pure Power, , , 1.3, 31.5, 90, 70, 179, 50, 20, Medium Fast, Human-Like, , 60, 100, 85, 80, 85, 100
309, Electrike, , Lightning, Electric, , Static, Lightning Rod, Minus, 0.6, 15.2, 120, 70, 59, 50, 20, Slow, Field, , 40, 45, 40, 65, 40, 65
310, Manectric, , Discharge, Electric, , Static, Lightning Rod, Minus, 1.5, 40.2, 45, 70, 166, 50, 20, Slow, Field, , 70, 75, 60, 105, 60, 105
310, Mega Manectric, m, Discharge, Electric, , Intimidate, , , 1.8, 44, 45, 70, 201, 50, 20, Slow, Field, , 70, 75, 80, 135, 80, 135
311, Plusle, , Cheering, Electric, , Plus, , Lightning Rod, 0.4, 4.2, 200, 70, 142, 50, 20, Medium Fast, Fairy, , 60, 50, 40, 85, 75, 95
312, Minun, , Cheering, Electric, , Minus, , Volt Absorb, 0.4, 4.2, 200, 70, 142, 50, 20, Medium Fast, Fairy, , 60, 40, 50, 75, 85, 95
313, Volbeat, , Firefly, Bug, , Illuminate, Swarm, Prankster, 0.7, 17.7, 150, 70, 151, 100, 15, Erratic, Bug, Human-Like, 65, 73, 75, 47, 85, 85
314, Illumise, , Firefly, Bug, , Oblivious, Tinted Lens, Prankster, 0.6, 17.7, 150, 70, 151, 0, 15, Fluctuating, Bug, Human-Like, 65, 47, 75, 73, 85, 85
315, Roselia, , Thorn, Grass, Poison, Natural Cure, Poison Point, Leaf Guard, 0.3, 2, 150, 70, 140, 50, 20, Medium Slow, Fairy, Grass, 50, 60, 45, 100, 80, 65
316, Gulpin, , Stomach, Poison, , Liquid Ooze, Sticky Hold, Gluttony, 0.4, 10.3, 225, 70, 60, 50, 20, Fluctuating, Amorphous, , 70, 43, 53, 43, 53, 40
317, Swalot, , Poison Bag, Poison, , Liquid Ooze, Sticky Hold, Gluttony, 1.7, 80, 75, 70, 163, 50, 20, Fluctuating, Amorphous, , 100, 73, 83, 73, 83, 55
318, Carvanha, , Savage, Water, Dark, Rough Skin, , Speed Boost, 0.8, 20.8, 225, 35, 61, 50, 20, Slow, Water 2, , 45, 90, 20, 65, 20, 65
319, Sharpedo, , Brutal, Water, Dark, Rough Skin, , Speed Boost, 1.8, 88.8, 60, 35, 161, 50, 20, Slow, Water 2, , 70, 120, 40, 95, 40, 95
319, Mega Sharpedo, m, Brutal, Water, Dark, Strong Jaw, , , 2.5, 130.3, 60, 35, 196, 50, 20, Slow, Water 2, , 70, 140, 70, 110, 65, 105
320, Wailmer, , Ball Whale, Water, , Water Veil, Oblivious, Pressure, 2, 130, 125, 70, 80, 50, 40, Fluctuating, Field, Water 2, 130, 70, 35, 70, 35, 60
321, Wailord, , Float Whale, Water, , Water Veil, Oblivious, Pressure, 14.5, 398, 60, 70, 175, 50, 40, Fluctuating, Field, Water 2, 170, 90, 45, 90, 45, 60
322, Numel, , Numb, Fire, Ground, Oblivious, Simple, Own Tempo, 0.7, 24, 255, 70, 61, 50, 20, Medium Fast, Field, , 60, 60, 40, 65, 45, 35
323, Camerupt, , Eruption, Fire, Ground, Magma Armor, Solid Rock, Anger Point, 1.9, 220, 150, 70, 161, 50, 20, Medium Fast, Field, , 70, 100, 70, 105, 75, 40
323, Mega Camerupt, m, Eruption, Fire, Ground, Sheer Force, , , 2.5, 320.5, 150, 70, 196, 50, 20, Medium Fast, Field, , 70, 120, 100, 145, 105, 20
324, Torkoal, , Coal, Fire, , White Smoke, Drought, Shell Armor, 0.5, 80.4, 90, 70, 165, 50, 20, Medium Fast, Field, , 70, 85, 140, 85, 70, 20
325, Spoink, , Bounce, Psychic, , Thick Fat, Own Tempo, Gluttony, 0.7, 30.6, 255, 70, 66, 50, 20, Fast, Field, , 60, 25, 35, 70, 80, 60
326, Grumpig, , Manipulate, Psychic, , Thick Fat, Own Tempo, Gluttony, 0.9, 71.5, 60, 70, 165, 50, 20, Fast, Field, , 80, 45, 65, 90, 110, 80
327, Spinda, , Spot Panda, Normal, , Own Tempo, Tangled Feet, Contrary, 1.1, 5, 255, 70, 126, 50, 15, Fast, Field, Human-Like, 60, 60, 60, 60, 60, 60
328, Trapinch, , Ant Pit, Ground, , Hyper Cutter, Arena Trap, Sheer Force, 0.7, 15, 255, 70, 58, 50, 20, Medium Slow, Bug, Dragon, 45, 100, 45, 45, 45, 10
329, Vibrava, , Vibration, Ground, Dragon, Levitate, , , 1.1, 15.3, 120, 70, 119, 50, 20, Medium Slow, Bug, Dragon, 50, 70, 50, 50, 50, 70
330, Flygon, , Mystic, Ground, Dragon, Levitate, , , 2, 82, 45, 70, 234, 50, 20, Medium Slow, Bug, Dragon, 80, 100, 80, 80, 80, 100
331, Cacnea, , Cactus, Grass, , Sand Veil, , Water Absorb, 0.4, 51.3, 190, 35, 67, 50, 20, Medium Slow, Grass, Human-Like, 50, 85, 40, 85, 40, 35
332, Cacturne, , Scarecrow, Grass, Dark, Sand Veil, , Water Absorb, 1.3, 77.4, 60, 35, 166, 50, 20, Medium Slow, Grass, Human-Like, 70, 115, 60, 115, 60, 55
333, Swablu, , Cotton Bird, Normal, Flying, Natural Cure, , Cloud Nine, 0.4, 1.2, 255, 70, 62, 50, 20, Erratic, Dragon, Flying, 45, 40, 60, 40, 75, 50
334, Altaria, , Humming, Dragon, Flying, Natural Cure, , Cloud Nine, 1.1, 20.6, 45, 70, 172, 50, 20, Erratic, Dragon, Flying, 75, 70, 90, 70, 105, 80
334, Mega Altaria, m, Humming, Dragon, Fairy, Pixilate, , , 1.5, 20.6, 45, 70, 207, 50, 20, Erratic, Dragon, Flying, 75, 110, 110, 110, 105, 80
335, Zangoose, , Cat Ferret, Normal, , Immunity, , Toxic Boost, 1.3, 40.3, 90, 70, 160, 50, 20, Erratic, Field, , 73, 115, 60, 60, 60, 90
336, Seviper, , Fang Snake, Poison, , Shed Skin, , Infiltrator, 2.7, 52.5, 90, 70, 160, 50, 20, Fluctuating, Dragon, Field, 73, 100, 60, 100, 60, 65
337, Lunatone, , Meteorite, Rock, Psychic, Levitate, , , 1, 168, 45, 70, 161, , 25, Fast, Mineral, , 90, 55, 65, 95, 85, 70
338, Solrock, , Meteorite, Rock, Psychic, Levitate, , , 1.2, 154, 45, 70, 161, , 25, Fast, Mineral, , 90, 95, 85, 55, 65, 70
339, Barboach, , Whiskers, Water, Ground, Oblivious, Anticipation, Hydration, 0.4, 1.9, 190, 70, 58, 50, 20, Medium Fast, Water 2, , 50, 48, 43, 46, 41, 60
340, Whiscash, , Whiskers, Water, Ground, Oblivious, Anticipation, Hydration, 0.9, 23.6, 75, 70, 164, 50, 20, Medium Fast, Water 2, , 110, 78, 73, 76, 71, 60
341, Corphish, , Ruffian, Water, , Hyper Cutter, Shell Armor, Adaptability, 0.6, 11.5, 205, 70, 62, 50, 15, Fluctuating, Water 1, Water 3, 43, 80, 65, 50, 35, 35
342, Crawdaunt, , Rogue, Water, Dark, Hyper Cutter, Shell Armor, Adaptability, 1.1, 32.8, 155, 70, 164, 50, 15, Fluctuating, Water 1, Water 3, 63, 120, 85, 90, 55, 55
343, Baltoy, , Clay Doll, Ground, Psychic, Levitate, , , 0.5, 21.5, 255, 70, 60, , 20, Medium Fast, Mineral, , 40, 40, 55, 40, 70, 55
344, Claydol, , Clay Doll, Ground, Psychic, Levitate, , , 1.5, 108, 90, 70, 175, , 20, Medium Fast, Mineral, , 60, 70, 105, 70, 120, 75
345, Lileep, , Sea Lily, Rock, Grass, Suction Cups, , Storm Drain, 1, 23.8, 45, 70, 71, 87.5, 30, Erratic, Water 3, , 66, 41, 77, 61, 87, 23
346, Cradily, , Barnacle, Rock, Grass, Suction Cups, , Storm Drain, 1.5, 60.4, 45, 70, 173, 87.5, 30, Erratic, Water 3, , 86, 81, 97, 81, 107, 43
347, Anorith, , Old Shrimp, Rock, Bug, Battle Armor, , Swift Swim, 0.7, 12.5, 45, 70, 71, 87.5, 30, Erratic, Water 3, , 45, 95, 50, 40, 50, 75
348, Armaldo, , Plate, Rock, Bug, Battle Armor, , Swift Swim, 1.5, 68.2, 45, 70, 173, 87.5, 30, Erratic, Water 3, , 75, 125, 100, 70, 80, 45
349, Feebas, , Fish, Water, , Swift Swim, Oblivious, Adaptability, 0.6, 7.4, 255, 70, 40, 50, 20, Erratic, Dragon, Water 1, 20, 15, 20, 10, 55, 80
350, Milotic, , Tender, Water, , Marvel Scale, Competitive, Cute Charm, 6.2, 162, 60, 70, 189, 50, 20, Erratic, Dragon, Water 1, 95, 60, 79, 100, 125, 81
351, Castform, , Weather, Normal, , Forecast, , , 0.3, 0.8, 45, 70, 147, 50, 25, Medium Fast, Amorphous, Fairy, 70, 70, 70, 70, 70, 70
351, Castform Sunny Form, s, Weather, Fire, , Forecast, , , 0.3, 0.8, 45, 70, 147, 50, 25, Medium Fast, Amorphous, Fairy, 70, 70, 70, 70, 70, 70
351, Castform Rainy Form, r, Weather, Water, , Forecast, , , 0.3, 0.8, 45, 70, 147, 50, 25, Medium Fast, Amorphous, Fairy, 70, 70, 70, 70, 70, 70
351, Castform Snowy Form, i, Weather, Ice, , Forecast, , , 0.3, 0.8, 45, 70, 147, 50, 25, Medium Fast, Amorphous, Fairy, 70, 70, 70, 70, 70, 70
352, Kecleon, , Color Swap, Normal, , Color Change, , Protean, 1, 22, 200, 70, 154, 50, 20, Medium Slow, Field, , 60, 90, 70, 60, 120, 40
353, Shuppet, , Puppet, Ghost, , Insomnia, Frisk, Cursed Body, 0.6, 2.3, 225, 35, 59, 50, 25, Fast, Amorphous, , 44, 75, 35, 63, 33, 45
354, Banette, , Marionette, Ghost, , Insomnia, Frisk, Cursed Body, 1.1, 12.5, 45, 35, 159, 50, 25, Fast, Amorphous, , 64, 115, 65, 83, 63, 65
354, Mega Banette, m, Marionette, Ghost, , Prankster, , , 1.2, 13, 45, 35, 194, 50, 25, Fast, Amorphous, , 64, 165, 75, 93, 83, 75
355, Duskull, , Requiem, Ghost, , Levitate, , Frisk, 0.8, 15, 190, 35, 59, 50, 25, Fast, Amorphous, , 20, 40, 90, 30, 90, 25
356, Dusclops, , Beckon, Ghost, , Pressure, , Frisk, 1.6, 30.6, 90, 35, 159, 50, 25, Fast, Amorphous, , 40, 70, 130, 60, 130, 25
357, Tropius, , Fruit, Grass, Flying, Chlorophyll, Solar Power, Harvest, 2, 100, 200, 70, 161, 50, 25, Slow, Grass, Monster, 99, 68, 83, 72, 87, 51
358, Chimecho, , Wind Chime, Psychic, , Levitate, , , 0.6, 1, 45, 70, 159, 50, 25, Fast, Amorphous, , 75, 50, 80, 95, 90, 65
359, Absol, , Disaster, Dark, , Pressure, Super Luck, Justified, 1.2, 47, 30, 35, 163, 50, 25, Medium Slow, Field, , 65, 130, 60, 75, 60, 75
359, Mega Absol, m, Disaster, Dark, , Magic Bounce, , , 1.2, 49, 30, 35, 198, 50, 25, Medium Slow, Field, , 65, 150, 60, 115, 60, 115
360, Wynaut, , Bright, Psychic, , Shadow Tag, , Telepathy, 0.6, 14, 125, 70, 52, 50, 20, Medium Fast, Undiscovered, , 95, 23, 48, 23, 48, 23
361, Snorunt, , Snow Hat, Ice, , Inner Focus, Ice Body, Moody, 0.7, 16.8, 190, 70, 60, 50, 20, Medium Fast, Fairy, Mineral, 50, 50, 50, 50, 50, 50
362, Glalie, , Face, Ice, , Inner Focus, Ice Body, Moody, 1.5, 256.5, 75, 70, 168, 50, 20, Medium Fast, Fairy, Mineral, 80, 80, 80, 80, 80, 80
362, Mega Glalie, m, Face, Ice, , Refrigerate, , , 2.1, 350.2, 75, 70, 203, 50, 20, Medium Fast, Fairy, Mineral, 80, 120, 80, 120, 80, 100
363, Spheal, , Clap, Ice, Water, Thick Fat, Ice Body, Oblivious, 0.8, 39.5, 255, 70, 58, 50, 20, Medium Slow, Field, Water 1, 70, 40, 50, 55, 50, 25
364, Sealeo, , Ball Roll, Ice, Water, Thick Fat, Ice Body, Oblivious, 1.1, 87.6, 120, 70, 144, 50, 20, Medium Slow, Field, Water 1, 90, 60, 70, 75, 70, 45
